"technology_node","lot_id","wafer_id","etch_rate","deposition_rate","critical_dimension","oxide_thickness","yield","er_flag","dr_flag","cd_flag","ot_flag"
"14nm",LOT_0014,W023,3.70,1.91,24.36,63.56,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0005,W008,3.57,1.88,27.85,60.05,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0021,W025,3.58,1.89,24.66,63.40,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0039,W017,3.74,1.84,30.70,57.49,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0014,W018,3.72,1.76,29.72,61.70,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0014,W012,3.45,1.83,24.60,57.57,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0014,W021,3.58,2.14,31.36,57.53,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0039,W012,3.63,1.95,27.71,62.48,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0005,W023,3.48,2.07,26.17,63.05,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0013,W001,3.56,1.85,26.20,61.52,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0004,W002,3.51,1.87,27.76,64.54,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0021,W002,3.48,1.82,31.11,60.74,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0005,W007,3.48,2.09,29.64,61.13,0.45,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0021,W012,3.61,1.88,29.60,63.58,0.45,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0013,W010,3.60,1.93,25.41,58.03,0.45,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0005,W013,3.44,1.86,28.53,58.69,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0039,W019,3.56,1.86,28.34,59.43,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0004,W005,3.50,1.88,27.78,58.19,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0021,W022,3.54,2.01,27.97,59.41,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0025,W010,3.40,1.83,22.66,62.65,0.46,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"14nm",LOT_0009,W019,3.50,1.81,28.25,57.05,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0005,W025,3.66,2.02,26.34,59.80,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0004,W021,3.50,2.10,24.74,63.82,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0009,W025,3.58,1.98,23.56,64.11,0.47,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"14nm",LOT_0025,W001,3.50,1.72,28.07,58.46,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0043,W008,3.75,1.72,23.96,63.56,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0014,W009,3.66,2.08,29.23,61.28,0.48,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0013,W016,3.47,1.90,28.18,62.92,0.48,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0029,W008,3.58,1.93,22.88,57.56,0.51,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"14nm",LOT_0039,W023,3.57,1.97,27.53,61.42,0.54,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0039,W018,3.57,1.86,26.89,61.00,0.54,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0004,W020,3.42,2.01,24.50,63.91,0.55,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0005,W003,3.52,1.91,23.99,61.91,0.55,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0009,W012,3.57,2.07,23.60,63.96,0.67,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"14nm",LOT_0029,W003,3.69,1.81,22.79,60.33,0.69,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"14nm",LOT_0005,W018,3.46,2.07,23.38,60.47,0.69,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"14nm",LOT_0013,W008,3.42,2.15,23.52,60.02,0.76,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"22nm",LOT_0028,W022,3.56,1.99,26.62,65.40,0.18,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W025,3.72,1.73,30.83,70.81,0.18,IN_CONTROL,IN_CONTROL,IN_CONTROL,OOC
"22nm",LOT_0028,W024,3.78,1.85,28.78,60.85,0.20,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W024,3.85,1.94,24.52,64.26,0.20,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W018,3.85,1.85,26.56,67.46,0.21,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"22nm",LOT_0036,W025,3.75,1.92,29.65,65.89,0.21,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W014,3.72,1.79,27.14,66.43,0.21,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W003,3.58,1.86,28.01,57.86,0.21,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W025,3.49,1.93,27.95,58.29,0.22,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W003,3.73,2.00,31.32,58.69,0.22,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W007,3.72,1.97,27.08,62.36,0.22,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W007,3.54,2.04,25.32,65.66,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W018,3.56,1.88,30.91,59.86,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W005,3.65,2.06,26.20,58.51,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W005,3.77,1.80,29.75,54.67,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W001,3.66,2.11,27.84,56.95,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W005,3.52,1.76,27.75,56.64,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W017,3.74,1.87,29.61,60.21,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W013,3.51,2.14,25.14,60.32,0.24,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W024,3.48,1.77,28.62,61.63,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W021,3.63,2.01,26.47,61.15,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W021,3.63,2.03,29.64,55.53,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W014,3.69,1.87,29.80,55.74,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W002,3.52,1.99,29.14,57.71,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W008,3.53,1.85,24.99,59.26,0.25,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W021,3.72,1.74,27.98,65.36,0.26,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W008,3.75,1.88,28.16,63.97,0.26,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W010,3.74,1.86,32.02,60.90,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W011,3.70,1.67,27.38,63.35,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W023,3.73,2.10,26.71,58.15,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W004,3.52,1.88,28.26,57.44,0.27,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W021,3.77,1.54,26.36,62.45,0.28,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W015,3.54,1.71,28.13,61.71,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W024,3.53,2.04,30.88,57.97,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W004,3.57,2.01,27.18,53.89,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W007,3.76,1.67,28.68,58.79,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W020,3.47,2.02,29.33,66.85,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"22nm",LOT_0002,W006,3.62,2.06,31.75,57.68,0.28,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W013,3.81,1.72,27.85,64.27,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W011,3.81,1.72,27.83,62.52,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W008,3.47,1.90,29.17,64.27,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W022,3.56,1.94,26.60,63.59,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W022,3.73,1.81,27.57,56.23,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W020,3.60,1.92,32.85,58.80,0.29,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"22nm",LOT_0041,W001,3.83,1.87,27.76,58.09,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W002,3.74,1.79,29.65,54.41,0.29,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W005,3.73,1.98,27.90,61.52,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W003,3.77,1.92,29.19,62.28,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W013,3.68,1.88,25.77,60.68,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W007,3.74,1.83,27.78,58.81,0.30,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W002,3.64,1.67,33.47,59.03,0.31,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"22nm",LOT_0041,W015,3.56,1.86,29.14,63.69,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W009,3.77,2.01,29.81,60.63,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W006,3.55,1.86,26.86,54.43,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W017,3.52,1.88,27.87,56.24,0.31,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W003,3.40,1.99,27.23,65.21,0.32,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W012,3.75,1.88,30.57,60.36,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W023,3.69,2.11,25.55,64.98,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W004,3.56,1.80,28.93,57.97,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W007,3.45,1.96,28.59,61.60,0.32,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W009,3.68,1.86,24.07,57.98,0.33,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"22nm",LOT_0019,W018,3.45,1.91,28.32,56.65,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W023,3.66,1.88,27.12,60.04,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W019,3.72,1.94,26.53,64.32,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W012,3.76,1.94,30.90,59.96,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W004,3.72,1.70,28.60,54.69,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W010,3.76,1.79,28.06,62.25,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W009,3.63,1.98,29.96,60.92,0.34,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W006,3.70,1.66,25.13,56.17,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W022,3.43,2.04,26.87,61.11,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W017,3.69,1.87,27.23,57.36,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W014,3.59,2.07,29.55,56.98,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W020,3.50,1.93,27.28,61.77,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W016,3.74,1.74,27.06,59.15,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W009,3.63,2.00,27.77,60.47,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W001,3.51,1.88,29.44,59.79,0.35,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W008,3.58,1.96,25.89,60.49,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W012,3.63,1.81,30.17,53.73,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W019,3.58,2.00,26.30,60.31,0.36,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W006,3.61,1.85,31.10,54.64,0.37,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W001,3.70,1.91,32.40,63.61,0.37,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"22nm",LOT_0041,W019,3.73,1.61,28.90,58.24,0.37,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W023,3.66,1.89,28.21,57.47,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W011,3.56,2.06,25.74,59.79,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W012,3.51,2.00,26.44,60.59,0.38,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W010,3.61,1.90,25.30,62.59,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W010,3.64,1.87,25.74,58.43,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W022,3.77,1.89,31.06,61.10,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W006,3.67,1.92,27.03,64.14,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W010,3.46,1.87,26.44,59.21,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W017,3.71,1.89,26.28,59.24,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W016,3.71,1.83,25.82,61.15,0.39,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W002,3.72,1.85,28.55,63.72,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W015,3.52,2.04,24.95,59.83,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W003,3.41,2.06,24.46,56.90,0.40,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W019,3.73,1.88,27.45,51.81,0.40,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"22nm",LOT_0036,W011,3.60,1.89,32.29,60.93,0.41,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"22nm",LOT_0019,W014,3.50,1.86,27.12,60.87,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W020,3.68,1.90,31.51,64.03,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W009,3.68,1.78,25.40,58.29,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W008,3.88,1.71,27.90,57.21,0.41,WARNING,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W015,3.57,1.85,29.16,55.08,0.41,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W018,3.62,2.00,26.94,58.13,0.42,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W012,3.63,1.74,28.44,54.30,0.42,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0036,W021,3.60,1.91,29.56,63.43,0.42,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W023,3.68,1.99,29.99,60.16,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W002,3.59,1.88,30.78,59.16,0.43,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W019,3.59,1.68,27.43,56.64,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W024,3.61,2.00,30.27,60.43,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W013,3.53,1.92,30.56,63.65,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W020,3.85,1.91,27.50,60.25,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W016,3.56,1.90,26.31,59.65,0.44,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0041,W018,3.73,1.66,29.92,55.93,0.45,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W004,3.74,1.82,27.65,60.40,0.45,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W015,3.79,1.90,30.16,57.68,0.46,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W001,3.58,2.07,27.08,58.12,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W005,3.52,2.04,29.93,60.25,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W014,3.47,2.09,31.62,62.12,0.47,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W016,3.62,2.00,27.12,64.34,0.48,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W016,3.75,1.91,28.99,54.48,0.52,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W017,3.63,2.01,27.40,57.59,0.56,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W011,3.58,2.16,29.51,55.76,0.58,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"22nm",LOT_0002,W013,3.62,1.74,24.95,57.60,0.59,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0019,W025,3.56,1.92,25.80,58.65,0.61,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"22nm",LOT_0028,W025,3.77,1.90,28.12,62.48,0.62,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W002,3.59,1.98,26.55,70.13,0.15,IN_CONTROL,IN_CONTROL,IN_CONTROL,OOC
"28nm",LOT_0011,W024,3.44,1.90,27.69,65.56,0.20,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W018,3.67,1.63,28.82,56.96,0.21,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W003,3.60,1.79,28.17,60.13,0.21,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W020,3.45,1.81,25.09,64.43,0.21,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W007,3.59,2.03,26.67,60.32,0.21,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W014,3.47,2.14,29.84,57.70,0.22,IN_CONTROL,WARNING,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W010,3.53,1.90,28.07,62.42,0.22,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W015,3.52,1.88,28.60,58.00,0.22,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W013,3.62,1.87,28.71,59.53,0.22,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W021,3.51,1.85,27.80,63.26,0.22,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W007,3.69,2.05,27.63,62.19,0.22,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W003,3.58,2.06,28.69,60.27,0.22,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W011,3.53,2.16,28.68,65.63,0.22,IN_CONTROL,WARNING,IN_CONTROL,WARNING
"28nm",LOT_0011,W004,3.63,1.94,26.25,52.79,0.22,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"28nm",LOT_0024,W001,3.48,2.04,30.00,62.38,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W011,3.58,1.75,29.34,65.53,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0012,W018,3.53,1.77,26.05,59.86,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0034,W024,3.58,1.71,30.08,60.32,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W017,3.70,1.83,26.32,62.25,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0048,W021,3.66,1.93,25.59,65.66,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,WARNING
"28nm",LOT_0048,W025,3.67,1.83,29.77,62.61,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W009,3.56,2.01,31.31,58.55,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W025,3.62,2.01,30.95,60.19,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0011,W021,3.54,1.82,25.60,63.25,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0006,W022,3.47,1.92,30.78,58.84,0.23,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0049,W019,3.63,1.96,32.03,61.82,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W020,3.44,1.84,29.67,60.72,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0022,W017,3.66,1.89,30.24,59.41,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0007,W021,3.56,1.87,27.73,58.44,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W019,3.55,2.04,27.96,57.07,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0024,W018,3.66,1.97,29.44,63.44,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0016,W023,3.58,1.98,32.44,60.17,0.24,IN_CONTROL,IN_CONTROL,WARNING,IN_CONTROL
"28nm",LOT_0024,W010,3.48,1.87,30.42,57.56,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
"28nm",LOT_0023,W025,3.54,1.96,26.90,59.26,0.24,IN_CONTROL,IN_CONTROL,IN_CONTROL,IN_CONTROL
